6273ea77c63ff;12_25200_707584_8_396;sc16273ea76570cb;ADD       ;06-05-2022;07:00;07:10;;404907;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;86516338078;;11959653764;paciente.tt@outlook.com;24/08/1980;M         ;          ;;;;12E;396_RMCRANIO;22_PG155_22;8;;;;;;;2022-05-05 12:16:41.970;;;;;
6272caa49b85d;28_28800_707569_10;sc16272caa2eef0f;ADD       ;10-05-2022;08:00;08:10;;400675;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;28676292094;;11959653764;paciente.tt@outlook.com;07/06/1980;M         ;          ;;;;28E;404_RMABDOME;22_PG155_22;10;;;;;;;2022-05-04 15:48:44.107;;;;;
6273ddf5ac645;14_28800_707572_12;sc16273ddf1286d3;ADD       ;09-05-2022;08:00;08:10;;400675;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;28676292094;;11959653764;paciente.tt@outlook.com;07/06/1980;M         ;          ;;;;11678_14E;590_RXABDOMI;22_PG155_22;12;;;;;;;2022-05-05 11:23:20.093;;;;;
6273e77fb8630;20_50400_707577_7;sc16273e77e679c8;ADD       ;06-05-2022;14:00;14:10;;404907;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;86516338078;;11959653764;paciente.tt@outlook.com;24/08/1980;M         ;          ;;;;13208_20E;904_USGDOPF;22_PG155_22;7;;;;;;;2022-05-05 12:04:01.967;;;;;
6273e7dcccee4;20_50400_707579_7;sc16273e7dbb95d1;ADD       ;06-05-2022;14:00;14:10;;404907;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;86516338078;;11959653764;paciente.tt@outlook.com;24/08/1980;M         ;          ;;;;13208_20E;904_USGDOPF;22_PG155_22;7;;;;;;;2022-05-05 12:05:35.043;;;;;
6273e7e96eaa1;20_54000_707580_7;sc16273e7e820d55;ADD       ;06-05-2022;15:00;15:10;;404907;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;86516338078;;11959653764;paciente.tt@outlook.com;24/08/1980;M         ;          ;;;;13208_20E;904_USGDOPF;22_PG155_22;7;;;;;;;2022-05-05 12:05:47.657;;;;;
6273e8a4a1e4b;12_28800_707582_8;sc16273e8a32e910;ADD       ;07-05-2022;08:00;08:10;;404907;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;86516338078;;11959653764;paciente.tt@outlook.com;24/08/1980;M         ;          ;;;;12E;396_RMCRANIO;22_PG155_22;8;;;;;;;2022-05-05 12:08:54.853;;;;;
6273eba5b0c4c;8_36000_707585_8;sc16273eba436b2d;ADD       ;06-05-2022;08:00;08:10;;404907;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;86516338078;;11959653764;paciente.tt@outlook.com;24/08/1980;M         ;          ;;;;12E;396_RMCRANIO;22_PG155_22;8;;;;;;;2022-05-05 12:21:43.860;;;;;
6273ec1e82c07;12_25200_707586_8_396;sc16273ec1d012e2;ADD       ;12-05-2022;07:00;07:10;;404907;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;86516338078;;11959653764;paciente.tt@outlook.com;24/08/1980;M         ;          ;;;;12E;396_RMCRANIO;22_PG155_22;8;;;;;;;2022-05-05 12:23:44.663;;;;;
6273ed13e59e5;14_28800_707587_12_539;sc16273ed125aaad;ADD       ;06-05-2022;08:00;08:10;;404907;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;86516338078;;11959653764;paciente.tt@outlook.com;24/08/1980;M         ;          ;;;;11678_14E;539_RXCLAVIC;22_PG155_22;12;;;;;;;2022-05-05 12:27:50.047;;;;;
6273ed1406acc;14_30000_707588_12_560;sc16273ed12647d9;ADD       ;06-05-2022;08:20;08:30;;404907;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;86516338078;;11959653764;paciente.tt@outlook.com;24/08/1980;M         ;          ;;;;11678_14E;560_RXCALCAN;22_PG155_22;12;;;;;;;2022-05-05 12:27:50.133;;;;;
6273efc31d4d7;20_50400_707589_7_452;sc16273efc1b2151;ADD       ;06-05-2022;14:00;14:10;;404907;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;86516338078;;11959653764;paciente.tt@outlook.com;24/08/1980;M         ;          ;;;;13208_20E;452_USGT3;22_PG155_22;7;;;;;;;2022-05-05 12:39:17.177;;;;;
6273e5571ceb2;14_28800_707573_12;sc16273e554c5bab;ADD       ;11-05-2022;08:00;08:10;;;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;86516338078;;11959653764;paciente.tt@outlook.com;24/08/1980;M         ;          ;;;;2757_14E;590_RXABDOMI;22_PG155_22;12;;;;;;;2022-05-05 11:54:49.370;;;;;
6273efc32a836;20_51300_707590_7_441;sc16273efc1c2f87;ADD       ;06-05-2022;14:15;14:25;;404907;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;86516338078;;11959653764;paciente.tt@outlook.com;24/08/1980;M         ;          ;;;;13208_20E;441_AIF;22_PG155_22;7;;;;;;;2022-05-05 12:39:17.230;;;;;
