6256c51b19ea0;20_36000_705997_7_445;msg6256c49fc88de;delete    ;19-04-2022;00:10;     ;;;;;;;;;;;          ;          ;          ;;;;13399;;;;;;;;;;2022-04-13 09:41:40.097;;;;;
626975cf83253;12_28800_707561_8;sc1626975cda0ca6;ADD       ;30-04-2022;08:00;08:10;;400675;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;28676292094;;11959653764;paciente.tt@outlook.com;07/06/1980;M         ;          ;;;;12E;422_RMTRIDIM;22_PG155_22;8;;;;;;;2022-04-27 13:56:23.353;;;;;
626978d86243f;33_36000_707562_7;sc1626978d739723;ADD       ;29-04-2022;10:00;10:10;;400675;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;28676292094;;11959653764;paciente.tt@outlook.com;07/06/1980;M         ;          ;;;;13129;804_ECODO6;22_PG155_22;7;;;;;;;2022-04-27 14:09:20.163;;;;;
626978d98ce25;33_29700_707557_7_804;sc162697497c084b;delete    ;29-04-2022;00:08;     ;;;;;;;;;;;          ;          ;          ;;;;13129;;;;;;;;;;2022-04-27 14:09:21.337;;;;;
626978f8adb9b;33_36000_707562_7_804;sc1626978d888ded;delete    ;29-04-2022;00:10;     ;;;;;;;;;;;          ;          ;          ;;;;13129;;;;;;;;;;2022-04-27 14:09:52.470;;;;;
6272ca18cf98f;14_28800_707568_12;sc16272ca13477f1;ADD       ;07-05-2022;08:00;08:10;;400675;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;28676292094;;11959653764;paciente.tt@outlook.com;07/06/1980;M         ;          ;;;;2757_14E;591_RXABDOME;22_PG155_22;12;;;;;;;2022-05-04 15:46:24.333;;;;;
6273da6f7e686;14_28800_707568_12_591;sc16272ca1acce0f;delete    ;07-05-2022;00:08;     ;;;;;;;;;;;          ;          ;          ;;;;2757_14E;;;;;;;;;;2022-05-05 11:08:17.970;;;;;
6256c73b45d21;35_50400_707546_12;sc16256c73988169;ADD       ;19-04-2022;14:00;14:10;;294577;sc16256c4afe8a87;CAROLINE;FREITAS;DA SILVA;09938364616;;32988177066;;14/11/1995;F         ;          ;;;;12738;434;2_00122_2;12;;;;;;;2022-04-13 09:50:44.237;;;;;
6272cdd2c3c2f;14_28800_707568_12_591;sc16272ca1acce0f;delete    ;07-05-2022;00:08;     ;;;;;;;;;;;          ;          ;          ;;;;2757_14E;;;;;;;;;;2022-05-04 16:02:18.210;;;;;
6273e68a02900;14_32400_707574_12;sc16273e6888ca07;ADD       ;11-05-2022;09:00;09:10;;404907;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;86516338078;;11959653764;paciente.tt@outlook.com;24/08/1980;M         ;          ;;;;2757_14E;543_RXBRACO;22_PG155_22;12;;;;;;;2022-05-05 11:59:56.240;;;;;
6273e6a48c6ce;14_32400_707574_12_543;sc16273e68a66b6a;delete    ;11-05-2022;00:09;     ;;;;;;;;;;;          ;          ;          ;;;;2757_14E;;;;;;;;;;2022-05-05 12:00:22.800;;;;;
6273e6c9c8e5b;14_28800_707573_12_590;sc16273e55904026;delete    ;11-05-2022;00:08;     ;;;;;;;;;;;          ;          ;          ;;;;2757_14E;;;;;;;;;;2022-05-05 12:01:00.047;;;;;
6273e9e3b6ccb;12_25200_707583_8_396;sc16273e9e2308cd;ADD       ;09-05-2022;07:00;07:10;;404907;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;86516338078;;11959653764;paciente.tt@outlook.com;24/08/1980;M         ;          ;;;;12E;396_RMCRANIO;22_PG155_22;8;;;;;;;2022-05-05 12:14:13.917;;;;;
6273ea77c63ff;12_25200_707584_8_396;sc16273ea76570cb;ADD       ;06-05-2022;07:00;07:10;;404907;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;86516338078;;11959653764;paciente.tt@outlook.com;24/08/1980;M         ;          ;;;;12E;396_RMCRANIO;22_PG155_22;8;;;;;;;2022-05-05 12:16:41.970;;;;;
6272caa49b85d;28_28800_707569_10;sc16272caa2eef0f;ADD       ;10-05-2022;08:00;08:10;;400675;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;28676292094;;11959653764;paciente.tt@outlook.com;07/06/1980;M         ;          ;;;;28E;404_RMABDOME;22_PG155_22;10;;;;;;;2022-05-04 15:48:44.107;;;;;
6273ddf5ac645;14_28800_707572_12;sc16273ddf1286d3;ADD       ;09-05-2022;08:00;08:10;;400675;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;28676292094;;11959653764;paciente.tt@outlook.com;07/06/1980;M         ;          ;;;;11678_14E;590_RXABDOMI;22_PG155_22;12;;;;;;;2022-05-05 11:23:20.093;;;;;
6273e77fb8630;20_50400_707577_7;sc16273e77e679c8;ADD       ;06-05-2022;14:00;14:10;;404907;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;86516338078;;11959653764;paciente.tt@outlook.com;24/08/1980;M         ;          ;;;;13208_20E;904_USGDOPF;22_PG155_22;7;;;;;;;2022-05-05 12:04:01.967;;;;;
6273e78e7496c;20_50400_707577_7_904;sc16273e780ac131;delete    ;06-05-2022;00:14;     ;;;;;;;;;;;          ;          ;          ;;;;13208_20E;;;;;;;;;;2022-05-05 12:04:16.687;;;;;
6273e7dcccee4;20_50400_707579_7;sc16273e7dbb95d1;ADD       ;06-05-2022;14:00;14:10;;404907;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;86516338078;;11959653764;paciente.tt@outlook.com;24/08/1980;M         ;          ;;;;13208_20E;904_USGDOPF;22_PG155_22;7;;;;;;;2022-05-05 12:05:35.043;;;;;
6273e7e96eaa1;20_54000_707580_7;sc16273e7e820d55;ADD       ;06-05-2022;15:00;15:10;;404907;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;86516338078;;11959653764;paciente.tt@outlook.com;24/08/1980;M         ;          ;;;;13208_20E;904_USGDOPF;22_PG155_22;7;;;;;;;2022-05-05 12:05:47.657;;;;;
6273e7eadca08;20_50400_707579_7_904;sc16273e7dceec92;delete    ;06-05-2022;00:14;     ;;;;;;;;;;;          ;          ;          ;;;;13208_20E;;;;;;;;;;2022-05-05 12:05:49.107;;;;;
6273e8a4a1e4b;12_28800_707582_8;sc16273e8a32e910;ADD       ;07-05-2022;08:00;08:10;;404907;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;86516338078;;11959653764;paciente.tt@outlook.com;24/08/1980;M         ;          ;;;;12E;396_RMCRANIO;22_PG155_22;8;;;;;;;2022-05-05 12:08:54.853;;;;;
6273eba5b0c4c;8_36000_707585_8;sc16273eba436b2d;ADD       ;06-05-2022;08:00;08:10;;404907;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;86516338078;;11959653764;paciente.tt@outlook.com;24/08/1980;M         ;          ;;;;12E;396_RMCRANIO;22_PG155_22;8;;;;;;;2022-05-05 12:21:43.860;;;;;
6273ec1e82c07;12_25200_707586_8_396;sc16273ec1d012e2;ADD       ;12-05-2022;07:00;07:10;;404907;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;86516338078;;11959653764;paciente.tt@outlook.com;24/08/1980;M         ;          ;;;;12E;396_RMCRANIO;22_PG155_22;8;;;;;;;2022-05-05 12:23:44.663;;;;;
6273ed13e59e5;14_28800_707587_12_539;sc16273ed125aaad;ADD       ;06-05-2022;08:00;08:10;;404907;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;86516338078;;11959653764;paciente.tt@outlook.com;24/08/1980;M         ;          ;;;;11678_14E;539_RXCLAVIC;22_PG155_22;12;;;;;;;2022-05-05 12:27:50.047;;;;;
6273ed1406acc;14_30000_707588_12_560;sc16273ed12647d9;ADD       ;06-05-2022;08:20;08:30;;404907;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;86516338078;;11959653764;paciente.tt@outlook.com;24/08/1980;M         ;          ;;;;11678_14E;560_RXCALCAN;22_PG155_22;12;;;;;;;2022-05-05 12:27:50.133;;;;;
6273efc31d4d7;20_50400_707589_7_452;sc16273efc1b2151;ADD       ;06-05-2022;14:00;14:10;;404907;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;86516338078;;11959653764;paciente.tt@outlook.com;24/08/1980;M         ;          ;;;;13208_20E;452_USGT3;22_PG155_22;7;;;;;;;2022-05-05 12:39:17.177;;;;;
6273e5571ceb2;14_28800_707573_12;sc16273e554c5bab;ADD       ;11-05-2022;08:00;08:10;;;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;86516338078;;11959653764;paciente.tt@outlook.com;24/08/1980;M         ;          ;;;;2757_14E;590_RXABDOMI;22_PG155_22;12;;;;;;;2022-05-05 11:54:49.370;;;;;
6273efc32a836;20_51300_707590_7_441;sc16273efc1c2f87;ADD       ;06-05-2022;14:15;14:25;;404907;sc1620c19087645f;Mais um Paciente;Teste;TuoTempo;86516338078;;11959653764;paciente.tt@outlook.com;24/08/1980;M         ;          ;;;;13208_20E;441_AIF;22_PG155_22;7;;;;;;;2022-05-05 12:39:17.230;;;;;
